imdb_id,director_name,num_critic_for_reviews,director_facebook_likes,actor_1_name,actor_1_facebook_likes,actor_2_name,actor_2_facebook_likes,actor_3_name,actor_3_facebook_likes,num_user_for_reviews,movie_facebook_likes
tt0371246,James L. Brooks,124.0,274.0,Adam Sandler,11000.0,Paz Vega,964.0,Sarah Steele,138.0,342.0,0
tt0385880,Gil Kenan,190.0,27.0,Steve Buscemi,12000.0,Jon Heder,970.0,Catherine O'Hara,925.0,229.0,0
tt0219965,Barry Levinson,132.0,272.0,Bruce Willis,13000.0,Brían F. O'Byrne,450.0,Azura Skye,193.0,261.0,0
tt0113071,Jerry Zucker,53.0,109.0,Julia Ormond,919.0,Ben Cross,303.0,John Gielgud,249.0,180.0,0
tt0166485,Andy Tennant,91.0,72.0,Bai Ling,582.0,Geoffrey Palmer,103.0,Randall Duk Kim,99.0,217.0,0
tt1253864,Tarsem Singh,284.0,763.0,Henry Cavill,15000.0,Daniel Sharman,1000.0,Steve Byers,222.0,405.0,30000
tt0340163,Florent-Emilio Siri,152.0,17.0,Jimmy Bennett,87000.0,Bruce Willis,13000.0,Ransford Doherty,759.0,288.0,0
tt0120913,Don Bluth,131.0,383.0,Matt Damon,13000.0,Janeane Garofalo,1000.0,Nathan Lane,886.0,377.0,0
tt0329717,Ron Shelton,132.0,41.0,Harrison Ford,11000.0,Bruce Greenwood,982.0,Lena Olin,541.0,254.0,648
tt0120157,Paul W.S. Anderson,67.0,545.0,Connie Nielsen,933.0,Sean Pertwee,722.0,Jason Scott Lee,533.0,373.0,0
tt0806203,David Pastor,130.0,10.0,Christopher Meloni,3000.0,Kiernan Shipka,552.0,Lou Taylor Pucci,394.0,119.0,0
tt0166276,Henry Selick,74.0,253.0,Brendan Fraser,3000.0,Bridget Fonda,889.0,Megan Mullally,637.0,171.0,683
tt0377062,John Moore,114.0,212.0,Dennis Quaid,2000.0,Tony Curran,845.0,Miranda Otto,568.0,222.0,1000
tt0217869,M. Night Shyamalan,294.0,0.0,Robin Wright,18000.0,Bruce Willis,13000.0,Michael Kelly,963.0,1344.0,0
tt2293640,Kyle Balda,308.0,22.0,Steve Carell,7000.0,Jon Hamm,4000.0,Steve Coogan,1000.0,275.0,70000
tt0978764,Zack Snyder,435.0,0.0,Jon Hamm,4000.0,Abbie Cornish,2000.0,Scott Glenn,826.0,918.0,42000
tt0120832,Brian De Palma,117.0,0.0,Nicolas Cage,12000.0,Mike Starr,854.0,John Heard,697.0,241.0,880
tt0120184,Barry Levinson,108.0,272.0,Peter Coyote,548.0,James Pickens Jr.,270.0,Huey Lewis,215.0,274.0,0
tt1985949,Clay Kaytis,141.0,6.0,Peter Dinklage,22000.0,Josh Gad,1000.0,Keegan-Michael Key,415.0,126.0,14000
tt0770752,Andy Tennant,176.0,72.0,Matthew McConaughey,11000.0,Ray Winstone,1000.0,Alexis Dziena,715.0,138.0,0
tt1201167,Judd Apatow,230.0,0.0,Adam Sandler,11000.0,RZA,561.0,Maude Apatow,130.0,301.0,0
tt0431197,Peter Berg,234.0,532.0,Jennifer Garner,3000.0,Frances Fisher,638.0,Tim McGraw,461.0,289.0,0
tt0415306,Adam McKay,164.0,285.0,Will Ferrell,8000.0,Leslie Bibb,1000.0,Gary Cole,989.0,437.0,0
tt0240462,Steve Carr,91.0,41.0,Raven-Symoné,1000.0,Jeffrey Jones,692.0,Kevin Pollak,574.0,79.0,266
tt0112573,Mel Gibson,132.0,0.0,Mhairi Calvey,906.0,Patrick McGoohan,466.0,James Robinson,403.0,1065.0,17000
tt0418763,Sam Mendes,262.0,0.0,Jake Gyllenhaal,15000.0,Brian Geraghty,383.0,James Morrison,210.0,657.0,0
tt0462538,David Silverman,299.0,30.0,Albert Brooks,745.0,Yeardley Smith,440.0,Marcia Wallace,433.0,763.0,0
tt0268995,Frank Darabont,128.0,0.0,Martin Landau,940.0,Hal Holbrook,826.0,Jeffrey DeMunn,745.0,376.0,0
tt0132245,Renny Harlin,109.0,212.0,Sylvester Stallone,13000.0,Estella Warren,658.0,Cristián de la Fuente,462.0,346.0,886
tt0338512,Jean-Jacques Annaud,88.0,218.0,David Gant,21.0,Jean-Claude Dreyfus,17.0,Oanh Nguyen,8.0,124.0,2000
tt0368447,M. Night Shyamalan,261.0,0.0,Bryce Dallas Howard,3000.0,Judy Greer,2000.0,William Hurt,882.0,2003.0,0
tt0118998,Betty Thomas,73.0,84.0,Oliver Platt,1000.0,Raven-Symoné,1000.0,Peter Boyle,595.0,98.0,694
tt0286106,M. Night Shyamalan,208.0,0.0,Rory Culkin,710.0,Merritt Wever,529.0,Cherry Jones,242.0,2335.0,0
tt0298148,Andrew Adamson,205.0,80.0,Rupert Everett,692.0,Jennifer Saunders,309.0,Conrad Vernon,48.0,483.0,0
tt0317219,John Lasseter,256.0,487.0,John Ratzenberger,1000.0,Cheech Marin,843.0,George Carlin,769.0,584.0,0
tt0163187,Garry Marshall,103.0,0.0,Julia Roberts,8000.0,Christopher Meloni,3000.0,Hector Elizondo,995.0,255.0,0
tt0295701,Rob Cohen,191.0,357.0,Vin Diesel,14000.0,Eve,223.0,Leila Arcieri,212.0,737.0,10000
tt2279373,Paul Tibbitt,147.0,5.0,Tim Conway,870.0,Billy West,861.0,Eddie Deezen,726.0,133.0,16000
tt0117438,Ron Howard,79.0,2000.0,Lili Taylor,960.0,Delroy Lindo,848.0,Rene Russo,808.0,158.0,1000
tt0361748,Quentin Tarantino,486.0,16000.0,Michael Fassbender,13000.0,Brad Pitt,11000.0,Christoph Waltz,11000.0,1527.0,42000
tt0102057,Steven Spielberg,75.0,14000.0,Robin Williams,49000.0,Julia Roberts,8000.0,Bob Hoskins,5000.0,363.0,13000
tt1267297,Brett Ratner,245.0,420.0,Dwayne Johnson,12000.0,Rufus Sewell,3000.0,Ingrid Bolsø Berdal,467.0,269.0,21000
tt0099423,Renny Harlin,142.0,212.0,Bruce Willis,13000.0,John Amos,982.0,Franco Nero,576.0,316.0,0
tt0257076,Clark Johnson,144.0,69.0,Jeremy Renner,10000.0,Josh Charles,1000.0,LL Cool J,1000.0,340.0,0
tt2647544,,39.0,,Nicole Beharie,898.0,Katia Winter,372.0,Lyndie Greenwood,160.0,110.0,14000
tt0259711,Cameron Crowe,153.0,488.0,Tom Cruise,10000.0,Ivana Milicevic,834.0,Noah Taylor,509.0,1248.0,0
tt0452637,M. Night Shyamalan,284.0,0.0,Bryce Dallas Howard,3000.0,Freddy Rodríguez,579.0,Bob Balaban,559.0,1040.0,0
tt0370263,Paul W.S. Anderson,247.0,545.0,Sanaa Lathan,886.0,Colin Salmon,766.0,Raoul Bova,727.0,1283.0,0
tt1231580,Betty Thomas,107.0,84.0,Amy Poehler,1000.0,Bridgit Mendler,1000.0,Jesse McCartney,1000.0,98.0,2000
tt0277434,Randall Wallace,141.0,130.0,Jon Hamm,4000.0,Marc Blucas,973.0,Chris Klein,841.0,742.0,5000
tt2302755,Antoine Fuqua,358.0,845.0,Gerard Butler,18000.0,Morgan Freeman,11000.0,Radha Mitchell,992.0,698.0,45000
tt0120844,Jonathan Frakes,160.0,906.0,LeVar Burton,1000.0,Jonathan Frakes,906.0,Michael Dorn,748.0,515.0,1000
tt1217613,Jonathan Liebesman,355.0,473.0,Noel Fisher,833.0,Jim Parrack,697.0,Ramon Rodriguez,464.0,800.0,25000
tt0319061,Tim Burton,235.0,13000.0,Steve Buscemi,12000.0,Alison Lohman,1000.0,Albert Finney,883.0,816.0,26000
tt0111742,Mike Nichols,59.0,0.0,David Hyde Pierce,443.0,Peter Gerety,277.0,Ron Rifkin,184.0,137.0,0
tt1568911,Steven Spielberg,388.0,14000.0,Jeremy Irvine,25000.0,Benedict Cumberbatch,19000.0,Eddie Marsan,979.0,488.0,28000
tt2177771,George Clooney,371.0,0.0,Bill Murray,13000.0,Matt Damon,13000.0,Bob Balaban,559.0,403.0,34000
tt0096754,James Cameron,82.0,0.0,Michael Biehn,2000.0,Todd Graff,650.0,Mary Elizabeth Mastrantonio,638.0,380.0,0
tt1027718,Oliver Stone,297.0,0.0,Frank Langella,903.0,Austin Pendleton,592.0,John Buffalo Mailer,17.0,245.0,13000
tt0829150,Gary Shore,261.0,28.0,Dominic Cooper,3000.0,Sarah Gadon,692.0,Zach McGowan,423.0,423.0,37000
tt0133952,Edward Zwick,120.0,380.0,Denzel Washington,18000.0,Bruce Willis,13000.0,Mark Valley,774.0,281.0,0
tt0486655,Matthew Vaughn,228.0,905.0,Henry Cavill,15000.0,David Kelly,588.0,Nathaniel Parker,271.0,492.0,15000
tt0120102,Jean-Jacques Annaud,76.0,218.0,Brad Pitt,11000.0,Mako,691.0,Victor Wong,400.0,119.0,0
tt1578275,Ron Howard,185.0,2000.0,Channing Tatum,17000.0,Clint Howard,1000.0,Chelcie Ross,244.0,141.0,0
tt0280486,Joel Schumacher,128.0,541.0,Anthony Hopkins,12000.0,Brooke Smith,405.0,Garcelle Beauvais,384.0,189.0,792
tt0419706,Andrzej Bartkowiak,237.0,43.0,Dwayne Johnson,12000.0,Ben Daniels,585.0,Dexter Fletcher,452.0,814.0,0
tt0297181,Betty Thomas,105.0,84.0,Gary Cole,989.0,Phill Lewis,229.0,Tate Taylor,150.0,141.0,531
tt1496025,Måns Mårlind,242.0,24.0,Theo James,5000.0,Stephen Rea,327.0,Sandrine Holt,324.0,271.0,24000
tt1336608,Adam Shankman,360.0,163.0,James Martin Kelly,394.0,Shane Hartline,217.0,Celina Beach,66.0,356.0,33000
tt0251114,Gregory Hoblit,112.0,40.0,Bruce Willis,13000.0,Cole Hauser,787.0,Rory Cochrane,407.0,196.0,997
tt1448755,Gary McKendry,189.0,5.0,Jason Statham,26000.0,Robert De Niro,22000.0,Ben Mendelsohn,748.0,157.0,17000
tt0246894,John McTiernan,151.0,323.0,LL Cool J,1000.0,Chris Klein,841.0,Andrew Bryniarski,390.0,289.0,584
tt0308208,Wych Kaosayananda,92.0,8.0,Talisa Soto,349.0,Sandrine Holt,324.0,Gregg Henry,298.0,277.0,391
tt0120696,Mikael Salomon,79.0,13.0,Morgan Freeman,11000.0,Minnie Driver,893.0,Randy Quaid,695.0,126.0,815
tt0181739,Bobby Farrelly,81.0,101.0,Ron Howard,2000.0,Brandy Norwood,509.0,David Hyde Pierce,443.0,123.0,2000
tt0884726,Will Finn,51.0,6.0,Lea Michele,2000.0,Oliver Platt,1000.0,Jim Belushi,854.0,54.0,5000
tt2717822,Michael Mann,261.0,0.0,Chris Hemsworth,26000.0,Archie Kao,326.0,Brandon Molale,301.0,207.0,11000
tt0346156,Kerry Conran,197.0,14.0,Angelina Jolie Pitt,11000.0,Laurence Olivier,1000.0,Bai Ling,582.0,618.0,0
tt0430912,Michael Caton-Jones,159.0,105.0,Charlotte Rampling,844.0,Indira Varma,729.0,Neil Maskell,246.0,313.0,764
tt1211956,Mikael Håfström,286.0,101.0,Sylvester Stallone,13000.0,50 Cent,1000.0,Matt Gerald,585.0,279.0,34000
tt1043726,Renny Harlin,156.0,212.0,Roxanne McKee,576.0,Luke Newberry,358.0,Gaia Weiss,182.0,202.0,12000
tt0164184,Phil Alden Robinson,176.0,31.0,Morgan Freeman,11000.0,Bruce McGill,655.0,Philip Baker Hall,497.0,568.0,0
tt1325004,David Slade,293.0,171.0,Robert Pattinson,21000.0,Kristen Stewart,17000.0,Anna Kendrick,10000.0,498.0,29000
tt0227445,Frank Oz,141.0,0.0,Robert De Niro,22000.0,Marlon Brando,10000.0,Gary Farmer,580.0,445.0,0
tt1323594,Pierre Coffin,304.0,275.0,Steve Carell,7000.0,Miranda Cosgrove,2000.0,Jack McBrayer,975.0,296.0,31000
tt0113845,Joseph Ruben,40.0,29.0,Vincent Pastore,584.0,Robert Blake,220.0,Aida Turturro,97.0,62.0,617
tt2637276,Seth MacFarlane,280.0,3000.0,Liam Neeson,14000.0,Morgan Freeman,11000.0,Seth MacFarlane,3000.0,229.0,30000
tt1186830,Alejandro Amenábar,180.0,448.0,Max Minghella,614.0,Ashraf Barhom,451.0,Rupert Evans,334.0,172.0,29000
tt0132347,Kinka Usher,125.0,18.0,Janeane Garofalo,1000.0,Wes Studi,855.0,Eddie Izzard,776.0,435.0,0
tt0480687,Bobby Farrelly,237.0,101.0,Jenna Fischer,966.0,Larry Joe Campbell,919.0,Stephen Merchant,681.0,143.0,10000
tt0140352,Michael Mann,209.0,0.0,Al Pacino,14000.0,Rip Torn,826.0,Debi Mazar,680.0,521.0,0
tt2025690,Craig Gillespie,178.0,44.0,Michael Raymond-James,788.0,Abraham Benrubi,562.0,Graham McTavish,531.0,113.0,12000
tt0758774,Ridley Scott,238.0,0.0,Leonardo DiCaprio,29000.0,Simon McBurney,149.0,Michael Gaston,135.0,263.0,0
tt0427152,Jay Roach,190.0,116.0,Steve Carell,7000.0,Stephanie Szostak,1000.0,Bruce Greenwood,982.0,264.0,0
tt1611224,Timur Bekmambetov,393.0,335.0,Rufus Sewell,3000.0,Dominic Cooper,3000.0,Benjamin Walker,911.0,348.0,98000
tt0137494,Jon Amiel,138.0,36.0,Will Patton,537.0,Kevin McNally,427.0,Maury Chaykin,232.0,274.0,0
tt1828327,,4.0,,Hector Elizondo,995.0,Kaitlyn Dever,363.0,Nancy Travis,359.0,87.0,0
tt0120902,Rob Bowman,142.0,38.0,Martin Landau,940.0,Mitch Pileggi,826.0,Jeffrey DeMunn,745.0,297.0,0
tt0462396,Doug Lefler,90.0,4.0,Colin Firth,14000.0,Nonso Anozie,394.0,Owen Teale,112.0,174.0,0
tt0120815,Steven Spielberg,219.0,14000.0,Tom Hanks,15000.0,Vin Diesel,14000.0,Matt Damon,13000.0,2277.0,22000
tt2369135,Scott Waugh,327.0,76.0,Rami Malek,3000.0,Dominic Cooper,3000.0,Ramon Rodriguez,464.0,346.0,32000
tt0207201,Nancy Meyers,149.0,278.0,Judy Greer,2000.0,Lisa Edelstein,955.0,Loretta Devine,912.0,395.0,0
tt0268380,Chris Wedge,193.0,77.0,Goran Visnjic,1000.0,Stephen Root,939.0,Denis Leary,835.0,467.0,3000
tt0285531,Lawrence Kasdan,175.0,759.0,Morgan Freeman,11000.0,Michael O'Neill,599.0,Reece Thompson,354.0,662.0,4000
tt0443272,Steven Spielberg,538.0,14000.0,Joseph Gordon-Levitt,23000.0,Hal Holbrook,826.0,Bruce McGill,655.0,720.0,71000
tt0133093,Lana Wachowski,313.0,0.0,Keanu Reeves,18000.0,Marcus Chong,145.0,Gloria Foster,99.0,3646.0,25000
tt0112384,Ron Howard,159.0,2000.0,Tom Hanks,15000.0,Miko Hughes,968.0,Kathleen Quinlan,552.0,296.0,5000
tt0100802,Paul Verhoeven,196.0,719.0,Ronny Cox,605.0,Rachel Ticotin,308.0,Marshall Bell,217.0,391.0,0
tt0304669,Michael Lembeck,80.0,54.0,Judge Reinhold,901.0,Aisha Tyler,857.0,Eric Lloyd,775.0,116.0,1000
tt1707386,Tom Hooper,488.0,0.0,Hugh Jackman,20000.0,Eddie Redmayne,13000.0,Anne Hathaway,11000.0,845.0,144000
tt0128853,Nora Ephron,153.0,0.0,Tom Hanks,15000.0,Jean Stapleton,793.0,Dave Chappelle,744.0,556.0,0
tt0838283,Adam McKay,173.0,285.0,Will Ferrell,8000.0,Adam Scott,3000.0,Andrea Savage,105.0,277.0,0
tt0120746,Martin Campbell,156.0,258.0,Anthony Hopkins,12000.0,Tony Amendola,174.0,Stuart Wilson,94.0,318.0,0
tt1231583,Todd Phillips,307.0,480.0,Robert Downey Jr.,21000.0,RZA,561.0,Matt Walsh,490.0,285.0,25000
tt1809398,Angelina Jolie Pitt,322.0,11000.0,Finn Wittrock,769.0,Jack O'Connell,698.0,Alex Russell,465.0,351.0,35000
tt0186566,Clint Eastwood,169.0,16000.0,Clint Eastwood,16000.0,Courtney B. Vance,495.0,William Devane,416.0,326.0,0
tt0106582,Renny Harlin,74.0,212.0,Sylvester Stallone,13000.0,Leon,730.0,Janine Turner,369.0,172.0,0
tt0115759,John Woo,72.0,610.0,Delroy Lindo,848.0,Samantha Mathis,517.0,Bob Gunton,461.0,189.0,0
tt0219854,Jon Turteltaub,86.0,226.0,Bruce Willis,13000.0,Lily Tomlin,718.0,Daniel von Bargen,577.0,139.0,0
tt0469641,Oliver Stone,242.0,0.0,Nicolas Cage,12000.0,Jay Hernandez,1000.0,Armando Riesco,625.0,564.0,0
tt0304415,Mike Newell,141.0,179.0,Julia Roberts,8000.0,Kirsten Dunst,4000.0,Marian Seldes,403.0,264.0,0
tt1645170,Larry Charles,313.0,119.0,Sayed Badreya,600.0,Aasif Mandvi,346.0,Horatio Sanz,174.0,310.0,59000
tt0120663,Stanley Kubrick,280.0,0.0,Tom Cruise,10000.0,Vinessa Shaw,580.0,Sydney Pollack,521.0,1500.0,10000
tt1823664,Will Gluck,176.0,87.0,Quvenzhané Wallis,2000.0,Dorian Missick,1000.0,David Zayas,929.0,213.0,16000
tt2381941,Glenn Ficarra,279.0,43.0,Will Smith,10000.0,Adrian Martinez,806.0,Gerald McRaney,523.0,221.0,23000
tt1596350,McG,241.0,368.0,Tom Hardy,27000.0,Abigail Spencer,1000.0,Warren Christie,520.0,238.0,18000
tt0359013,David S. Goyer,185.0,687.0,Ryan Reynolds,16000.0,Natasha Lyonne,1000.0,John Michael Higgins,957.0,514.0,0
tt0087985,John Milius,97.0,468.0,Lea Thompson,1000.0,Jennifer Grey,1000.0,William Smith,919.0,383.0,0
tt0119942,Mike Nichols,117.0,0.0,Maura Tierney,509.0,Adrian Lester,317.0,Paul Guilfoyle,210.0,157.0,688
tt1855325,Paul W.S. Anderson,239.0,545.0,Milla Jovovich,14000.0,Boris Kodjoe,1000.0,Bingbing Li,974.0,423.0,32000
tt0452608,Paul W.S. Anderson,230.0,545.0,Jason Statham,26000.0,Max Ryan,872.0,Joan Allen,805.0,211.0,0
tt0116908,Renny Harlin,94.0,212.0,Melina Kanakaredes,394.0,Craig Bierko,380.0,Yvonne Zima,263.0,285.0,4000
tt0228750,Taylor Hackford,134.0,138.0,Pamela Reed,324.0,Alun Armstrong,192.0,Michael Kitchen,184.0,265.0,892
tt0406375,Jon Favreau,136.0,4000.0,Kristen Stewart,17000.0,Josh Hutcherson,14000.0,Jonah Bobo,539.0,202.0,0
tt0137523,David Fincher,315.0,21000.0,Brad Pitt,11000.0,Meat Loaf,783.0,Eugenie Bondurant,637.0,2968.0,48000
tt0758794,McG,96.0,368.0,Matthew McConaughey,11000.0,Kimberly Williams-Paisley,529.0,Brian Geraghty,383.0,175.0,0
tt3877200,,14.0,,Jason Flemyng,1000.0,James Nesbitt,773.0,Frances O'Connor,575.0,28.0,0
tt0102070,Michael Lehmann,60.0,36.0,Bruce Willis,13000.0,James Coburn,773.0,Richard E. Grant,554.0,249.0,0
tt0219952,Nora Ephron,60.0,0.0,Michael Rapaport,975.0,Michael Moore,909.0,Richard Schiff,506.0,69.0,177
tt1418377,Stuart Beattie,308.0,72.0,Caitlin Stasey,623.0,Kevin Grevioux,593.0,Miranda Otto,568.0,194.0,15000
tt0380599,Roman Polanski,127.0,2000.0,Ian McNeice,268.0,Barney Clark,85.0,Tony Noble,25.0,138.0,0
tt0357277,Rob Bowman,196.0,38.0,Jennifer Garner,3000.0,Cary-Hiroyuki Tagawa,1000.0,Goran Visnjic,1000.0,380.0,0
tt0458481,Frank Miller,339.0,436.0,Joseph Gordon-Levitt,23000.0,Bruce Willis,13000.0,Eva Green,6000.0,239.0,32000
tt0156934,Sydney Pollack,96.0,521.0,Harrison Ford,11000.0,Kristin Scott Thomas,1000.0,Bill Cobbs,970.0,290.0,295
tt2719848,Baltasar Kormákur,361.0,175.0,Michael Kelly,963.0,Martin Henderson,580.0,Tom Goodman-Hill,221.0,265.0,40000
tt0396171,Tom Tykwer,226.0,670.0,Michael Smiley,177.0,David Calder,27.0,Simon Chandler,16.0,482.0,26000
tt0295178,Jay Roach,194.0,116.0,Verne Troyer,645.0,Josh Zuckerman,522.0,Robert Wagner,481.0,795.0,0
tt0375568,David Bowers,138.0,42.0,Nicolas Cage,12000.0,Charlize Theron,9000.0,Dee Bradley Baker,668.0,77.0,0
tt0107290,Steven Spielberg,308.0,14000.0,Wayne Knight,967.0,Ariana Richards,610.0,Bob Peck,191.0,895.0,19000
tt0111756,Lawrence Kasdan,40.0,759.0,Dennis Quaid,2000.0,Catherine O'Hara,925.0,Isabella Rossellini,812.0,145.0,0
tt0109444,Phillip Noyce,42.0,176.0,Harrison Ford,11000.0,Dean Jones,913.0,Raymond Cruz,672.0,133.0,0
tt3672840,Daniel Lee,68.0,10.0,Si Won Choi,21.0,Peng Lin,18.0,Sung-jun Yoo,7.0,86.0,0
tt0430304,Keenen Ivory Wayans,78.0,322.0,Chazz Palminteri,979.0,Brittany Daniel,862.0,John Witherspoon,723.0,187.0,0
tt0141926,Jonathan Mostow,178.0,84.0,Matthew McConaughey,11000.0,Thomas Kretschmann,919.0,David Keith,563.0,602.0,0
tt0112346,Rob Reiner,75.0,0.0,Shawna Waldron,524.0,Samantha Mathis,517.0,Wendie Malick,452.0,214.0,0
tt0811138,Marco Schnabel,150.0,12.0,Justin Timberlake,3000.0,Romany Malco,966.0,Verne Troyer,645.0,250.0,0
tt0233142,Demian Lichtenstein,113.0,11.0,Jon Lovitz,11000.0,Bokeem Woodbine,904.0,Ice-T,867.0,399.0,0
tt3460252,Quentin Tarantino,596.0,16000.0,Craig Stark,46000.0,Jennifer Jason Leigh,1000.0,Zoë Bell,1000.0,1018.0,114000
tt0445934,Josh Gordon,191.0,8.0,Will Ferrell,8000.0,Amy Poehler,1000.0,Jon Heder,970.0,246.0,0
tt1411704,Tim Hill,156.0,25.0,Gary Cole,989.0,Elizabeth Perkins,664.0,Chelsea Handler,439.0,82.0,0
tt0416449,Zack Snyder,460.0,0.0,Gerard Butler,18000.0,Michael Fassbender,13000.0,Vincent Regan,447.0,2073.0,13000
tt0290002,Jay Roach,141.0,116.0,Robert De Niro,22000.0,Blythe Danner,713.0,Teri Polo,708.0,428.0,0
tt0822832,David Frankel,180.0,64.0,Eric Dane,2000.0,Kathleen Turner,899.0,Haley Bennett,664.0,320.0,11000
tt0120689,Frank Darabont,186.0,0.0,Tom Hanks,15000.0,Jeffrey DeMunn,745.0,Michael Jeter,693.0,1377.0,30000
tt0486946,Walt Becker,177.0,12.0,Jill Hennessy,419.0,Tichina Arnold,330.0,Drew Sidora,311.0,255.0,0
tt0371606,Mark Dindal,161.0,10.0,Catherine O'Hara,925.0,Fred Willard,729.0,Amy Sedaris,397.0,251.0,912
tt2267998,David Fincher,568.0,21000.0,Patrick Fugit,835.0,Sela Ward,812.0,Emily Ratajkowski,625.0,1127.0,146000
tt0258463,Doug Liman,249.0,218.0,Matt Damon,13000.0,Josh Hamilton,147.0,Nicky Naudé,73.0,849.0,0
tt0113189,Martin Campbell,137.0,258.0,Izabella Scorupco,394.0,Joe Don Baker,387.0,Tchéky Karyo,345.0,416.0,0
tt0144214,Simon West,113.0,165.0,Daniel von Bargen,577.0,Timothy Hutton,501.0,Clarence Williams III,475.0,274.0,885
tt0120382,Peter Weir,213.0,608.0,Natascha McElhone,2000.0,Noah Emmerich,617.0,Peter Krause,576.0,877.0,18000
tt0120794,Brenda Chapman,120.0,59.0,Martin Short,770.0,Aria Noelle Curzon,263.0,Eden Riegel,145.0,353.0,0
tt0317303,Steve Carr,81.0,41.0,Anjelica Huston,1000.0,Lisa Edelstein,955.0,Jeff Garlin,522.0,116.0,886
tt1272878,Baltasar Kormákur,265.0,175.0,Denzel Washington,18000.0,Patrick Fischler,497.0,Fred Ward,459.0,172.0,22000
tt0239395,Lawrence Guterman,105.0,6.0,Carol Ann Susi,3000.0,Elizabeth Perkins,664.0,Miriam Margolyes,405.0,235.0,0
tt0317740,F. Gary Gray,155.0,473.0,Jason Statham,26000.0,Charlize Theron,9000.0,Jimmy Shubert,82.0,497.0,0
tt0313737,Marc Lawrence,118.0,30.0,Dorian Missick,1000.0,Alicia Witt,976.0,Dana Ivey,268.0,269.0,0
tt0120587,Eric Darnell,131.0,35.0,Sylvester Stallone,13000.0,Woody Allen,11000.0,Anne Bancroft,754.0,289.0,0
tt1078940,Peter Billingsley,166.0,0.0,Jon Favreau,4000.0,Kristin Davis,722.0,Tasha Smith,721.0,144.0,0
tt0099371,Tony Scott,60.0,12000.0,Tom Cruise,10000.0,Robert Duvall,3000.0,Randy Quaid,695.0,97.0,0
tt0452598,Adam Shankman,77.0,163.0,Taylor Lautner,12000.0,Tom Welling,3000.0,Alyson Stoner,2000.0,128.0,781
tt4046784,Wes Ball,249.0,47.0,Ki Hong Lee,988.0,Lili Taylor,960.0,Rosa Salazar,240.0,360.0,24000
tt0879870,Ryan Murphy,213.0,708.0,James Franco,11000.0,Julia Roberts,8000.0,Billy Crudup,745.0,302.0,26000
tt0218967,Brett Ratner,121.0,420.0,Nicolas Cage,12000.0,Don Cheadle,3000.0,Amber Valletta,627.0,322.0,0
tt1245526,Robert Schwentke,315.0,124.0,Bruce Willis,13000.0,Morgan Freeman,11000.0,Jaqueline Fleming,357.0,328.0,32000
tt0146838,Oliver Stone,171.0,0.0,Al Pacino,14000.0,Dennis Quaid,2000.0,LL Cool J,1000.0,452.0,0
tt0119314,Robert Redford,96.0,0.0,Scarlett Johansson,19000.0,Kristin Scott Thomas,1000.0,Jessalyn Gilsig,380.0,263.0,0
tt0369339,Michael Mann,299.0,0.0,Tom Cruise,10000.0,Jada Pinkett Smith,851.0,Debi Mazar,680.0,836.0,0
tt0277296,Chuck Russell,167.0,55.0,Dwayne Johnson,12000.0,Roger Rees,1000.0,Bernard Hill,416.0,432.0,0
tt0349710,Jay Russell,125.0,13.0,Billy Burke,2000.0,Jay Hernandez,1000.0,Jacinda Barrett,579.0,323.0,0
tt0790724,Christopher McQuarrie,387.0,188.0,Tom Cruise,10000.0,Robert Duvall,3000.0,David Oyelowo,1000.0,448.0,38000
tt0149261,Renny Harlin,199.0,212.0,LL Cool J,1000.0,Michael Rapaport,975.0,Saffron Burrows,811.0,643.0,0
tt1477715,Kenny Ortega,136.0,197.0,Misha Gabriel Hamilton,433.0,Mekia Cox,208.0,Judith Hill,6.0,223.0,0
tt1598778,Steven Soderbergh,436.0,0.0,Matt Damon,13000.0,Monique Gabriela Curnen,240.0,Griffin Kane,175.0,411.0,42000
tt0257568,David McNally,73.0,18.0,Estella Warren,658.0,Dyan Cannon,257.0,Bill Hunter,226.0,181.0,858
tt0327597,Henry Selick,310.0,253.0,Jennifer Saunders,309.0,Dawn French,229.0,John Hodgman,57.0,279.0,10000
tt0949731,M. Night Shyamalan,323.0,0.0,Zooey Deschanel,11000.0,Alan Ruck,946.0,Kristen Connolly,751.0,1264.0,6000
tt0328107,Tony Scott,171.0,12000.0,Denzel Washington,18000.0,Radha Mitchell,992.0,Giancarlo Giannini,451.0,690.0,14000
tt0393735,Brian Robbins,76.0,48.0,Robert Downey Jr.,21000.0,Joel David Moore,936.0,Kristin Davis,722.0,83.0,747
tt0335438,Todd Phillips,173.0,480.0,Snoop Dogg,881.0,Carmen Electra,869.0,Fred Williamson,767.0,308.0,0
tt0116705,Brian Levant,81.0,32.0,Jim Belushi,854.0,Harvey Korman,628.0,Jake Lloyd,626.0,162.0,0
tt0167190,Guillermo del Toro,242.0,0.0,James Babson,366.0,Rupert Evans,334.0,Brian Steele,160.0,597.0,0
tt0120633,Steven Zaillian,110.0,234.0,Robert Duvall,3000.0,Kathleen Quinlan,552.0,Sydney Pollack,521.0,181.0,1000
tt1623288,Chris Butler,328.0,28.0,Anna Kendrick,10000.0,Kodi Smit-McPhee,884.0,Elaine Stritch,586.0,176.0,12000
tt0119395,Michael Caton-Jones,83.0,105.0,J.K. Simmons,24000.0,Bruce Willis,13000.0,Sophie Okonedo,460.0,227.0,0
