writer_id,writer_experience,writer_quality
nm3098171,1,7.900000095367432
nm7038166,4,5.850000023841858
nm6219856,1,3.700000047683716
nm9744786,1,5.5
nm0866695,2,6.1499998569488525
nm0064530,2,6.0
nm11991682,1,8.5
nm1929197,1,7.300000190734863
nm14093186,1,5.5
nm1127099,2,5.3500001430511475
nm12656824,1,8.399999618530273
nm1495139,1,5.300000190734863
nm0383148,2,6.700000047683716
nm2488741,2,6.049999952316284
nm1359762,1,4.300000190734863
nm1485603,1,6.800000190734863
nm12664564,1,6.400000095367432
nm5546660,1,7.199999809265137
nm10436410,2,5.5
nm12726611,2,6.25
nm3047533,1,5.199999809265137
nm12673403,1,5.5
nm12886639,1,6.099999904632568
nm12676783,1,7.400000095367432
nm5974745,1,4.0
nm7439304,1,7.099999904632568
nm0554076,2,7.450000047683716
nm12680318,2,4.400000095367432
nm11642426,1,6.699999809265137
nm2181953,1,5.699999809265137
nm4520387,1,6.400000095367432
nm12693240,1,6.800000190734863
nm6794291,1,6.900000095367432
nm1459157,1,6.800000190734863
nm0501281,2,5.700000047683716
nm12696871,1,8.5
nm0037136,4,6.049999952316284
nm12699475,1,7.199999809265137
nm12710263,1,7.199999809265137
nm7256658,1,3.799999952316284
nm11860207,2,7.650000095367432
nm9783168,2,6.449999809265137
nm15549932,1,5.900000095367432
nm0725935,3,3.633333444595337
nm2141317,1,6.5
nm0708545,1,7.0
nm4380301,1,9.199999809265137
nm9526999,1,9.199999809265137
nm5436389,2,5.099999904632568
nm1857002,1,5.400000095367432
nm12734955,3,6.96666685740153
nm0560277,2,6.299999952316284
nm3542039,1,5.099999904632568
nm0147662,1,6.199999809265137
nm1270033,1,5.800000190734863
nm8005616,1,5.400000095367432
nm6082614,1,6.300000190734863
nm12738169,1,8.0
nm9786082,1,5.400000095367432
nm6612012,1,4.300000190734863
nm6096038,2,5.3500001430511475
nm2410081,1,7.0
nm4684113,1,5.699999809265137
nm10052693,1,4.5
nm2818496,2,6.150000095367432
nm16932452,1,5.699999809265137
nm12753274,1,9.5
nm12753702,1,8.399999618530273
nm12299201,2,6.1000001430511475
nm12758753,1,3.700000047683716
nm0000187,1,6.800000190734863
nm11424773,1,7.300000190734863
nm11130127,1,7.199999809265137
nm2528555,1,3.799999952316284
nm9842519,1,6.400000095367432
nm2969758,1,7.300000190734863
nm10557974,1,8.399999618530273
nm1781569,1,8.199999809265137
nm2206685,2,4.950000047683716
nm4745866,1,7.699999809265137
nm12769800,1,5.599999904632568
nm6089670,2,4.75
nm5560029,1,5.400000095367432
nm1432080,1,5.900000095367432
nm7850257,1,5.5
nm1486911,2,7.0
nm7559479,1,2.5
nm12539134,1,5.5
nm2035118,1,6.199999809265137
nm4692026,1,5.800000190734863
nm6734024,1,2.4000000953674316
nm1011079,1,4.900000095367432
nm7032637,2,6.700000047683716
nm8169441,2,6.599999904632568
nm12783024,1,6.800000190734863
nm7481980,1,7.099999904632568
nm2815884,3,3.6999998887379966
nm10668488,2,7.25
nm5835239,1,6.599999904632568
nm12573458,1,7.900000095367432
nm2155771,1,7.099999904632568
nm5092062,1,7.800000190734863
nm10073533,1,7.800000190734863
nm5858827,1,6.900000095367432
nm5294339,2,6.150000095367432
nm6743519,2,6.6000001430511475
nm7129406,2,6.049999952316284
nm6825742,1,7.5
nm10740353,1,8.100000381469727
nm1265089,1,5.300000190734863
nm0943648,1,7.0
nm11173997,1,6.0
nm3568145,1,5.400000095367432
nm12808764,1,6.400000095367432
nm12809980,1,6.099999904632568
nm0076679,1,6.0
nm8396639,2,6.849999904632568
nm12813577,1,6.199999809265137
nm4865816,2,6.150000095367432
nm12814031,1,4.800000190734863
nm1516732,2,6.0
nm12858617,1,8.899999618530273
nm11997556,1,6.599999904632568
nm8141702,1,3.700000047683716
nm4248382,1,5.699999809265137
nm0526977,2,5.8500001430511475
nm7607525,3,5.699999968210856
nm5714761,2,6.25
nm2395887,2,6.349999904632568
nm5580599,1,6.800000190734863
nm3899738,1,6.099999904632568
nm6420799,1,7.099999904632568
nm4846648,1,6.800000190734863
nm12843629,1,5.599999904632568
nm10638558,1,3.5999999046325684
nm4185441,1,6.400000095367432
nm4858867,1,7.400000095367432
nm2547182,1,8.0
nm0393394,4,5.8750001192092896
nm9295459,1,6.699999809265137
nm0945282,2,6.599999904632568
nm5533480,1,3.700000047683716
nm9162958,1,7.199999809265137
nm2527068,1,6.599999904632568
nm10857613,1,6.900000095367432
nm13958499,2,6.950000047683716
nm4731975,1,7.699999809265137
nm4632044,1,6.699999809265137
nm1375777,2,6.75
nm7799532,1,5.199999809265137
nm12880152,1,6.199999809265137
nm12684141,1,6.199999809265137
nm12944558,1,6.5
nm12881073,1,7.300000190734863
nm9472979,1,8.800000190734863
nm6396696,1,7.400000095367432
nm1491927,1,6.400000095367432
nm14127654,1,8.199999809265137
nm6281104,1,8.5
nm9399201,1,6.699999809265137
nm7276157,3,5.6333333651224775
nm12897462,1,7.5
nm12897687,1,7.300000190734863
nm12897812,1,4.0
nm7256990,1,9.0
nm0767022,2,6.150000095367432
nm14441337,2,6.299999952316284
nm4523292,1,6.400000095367432
nm9103160,1,2.700000047683716
nm1793586,1,5.699999809265137
nm5004753,1,6.5
nm3353356,1,6.199999809265137
nm12907029,1,6.599999904632568
nm12907887,1,7.699999809265137
nm7629902,1,8.899999618530273
nm10790430,2,6.450000047683716
nm0400873,1,5.599999904632568
nm2681729,2,5.200000047683716
nm12916214,1,6.599999904632568
nm2685880,2,6.549999952316284
nm11648986,1,8.199999809265137
nm7629223,1,4.900000095367432
nm10113652,2,5.049999952316284
nm11751441,1,5.699999809265137
nm1457031,2,6.950000047683716
nm0568005,1,6.300000190734863
nm4857660,1,6.699999809265137
nm0102637,1,2.700000047683716
nm7444167,1,8.5
nm1922408,2,6.75
nm12929862,1,6.400000095367432
nm12609864,1,5.800000190734863
nm12931602,1,6.099999904632568
nm12931845,1,8.699999809265137
nm0433935,1,5.800000190734863
nm12935859,1,4.300000190734863
nm6002232,1,6.0
nm7139561,1,5.099999904632568
nm2241675,1,8.300000190734863
nm0219759,1,6.0
nm0741262,1,5.199999809265137
nm4162406,1,5.099999904632568
nm0116040,2,6.049999952316284
nm6668151,1,6.800000190734863
nm11020377,1,6.099999904632568
nm0757975,1,6.900000095367432
nm10367392,1,6.199999809265137
nm7238154,1,6.800000190734863
nm12951846,1,5.400000095367432
nm7463346,1,8.899999618530273
nm8430396,1,6.099999904632568
nm8716800,1,6.099999904632568
nm16424196,1,6.900000095367432
nm12958815,1,8.899999618530273
nm3554712,1,7.199999809265137
nm3866025,1,7.199999809265137
nm8241983,1,7.800000190734863
nm0175768,1,4.599999904632568
nm3900566,1,8.5
nm8094540,1,2.4000000953674316
nm1583669,1,8.300000190734863
nm3243786,1,7.5
nm15648813,1,7.5
nm4477166,1,7.599999904632568
nm9919497,1,5.800000190734863
nm1690958,1,7.400000095367432
nm9336934,2,5.550000190734863
nm12994481,1,8.600000381469727
nm12994482,1,8.600000381469727
nm11037470,1,7.900000095367432
nm5708429,1,6.5
nm3307904,2,7.400000095367432
nm12886723,1,2.299999952316284
nm12348236,2,6.75
nm6934578,1,9.5
nm13004966,1,4.199999809265137
nm0492309,1,6.800000190734863
nm9555907,1,6.400000095367432
nm14314458,1,6.0
nm6798593,1,8.199999809265137
nm2669564,3,6.933333396911621
nm0679154,1,7.300000190734863
nm13021007,1,5.400000095367432
nm4606848,1,6.699999809265137
nm3866538,2,6.050000190734863
nm3281140,7,5.9571428298950195
nm7136559,1,5.199999809265137
nm4213457,1,6.800000190734863
nm6650012,1,6.199999809265137
nm1081550,1,6.5
nm5503486,4,5.399999976158142
nm12292966,1,4.699999809265137
nm12256746,1,6.099999904632568
nm7797700,1,4.5
nm5294953,2,5.849999904632568
nm13039659,1,6.5
nm9338948,1,5.800000190734863
nm5852155,1,5.300000190734863
nm13075228,1,6.300000190734863
nm6024566,1,6.0
nm11579837,1,6.5
nm2767973,1,5.699999809265137
nm5572619,1,5.099999904632568
nm0959552,1,5.599999904632568
nm13061583,1,6.5
nm0613318,1,4.0
nm6478367,1,4.800000190734863
nm3118214,1,7.0
nm13068128,1,6.300000190734863
nm13068944,1,6.800000190734863
nm3390321,1,7.5
nm13129757,1,5.099999904632568
nm13531118,1,4.300000190734863
nm11784501,1,4.300000190734863
nm1597674,1,7.0
nm13141494,1,7.5
nm3774979,3,5.3666666348775225
nm14061208,1,4.099999904632568
nm0586144,1,6.400000095367432
nm9295366,1,6.5
nm6822348,1,8.800000190734863
nm13086379,1,5.900000095367432
nm1350894,1,4.900000095367432
nm9279610,1,6.5
nm1633249,1,8.100000381469727
nm3252255,1,5.5
nm13900549,1,4.800000190734863
nm13102321,1,9.699999809265137
nm4593245,1,7.400000095367432
nm15478864,1,6.199999809265137
nm13106721,1,4.699999809265137
nm0805073,1,6.0
nm3203438,1,5.599999904632568
nm6656633,1,4.800000190734863
nm9560985,1,6.400000095367432
nm1638290,1,4.599999904632568
nm7101663,1,5.599999904632568
nm0886054,1,8.5
nm0016176,2,5.300000190734863
nm13121564,1,3.200000047683716
nm1865974,3,5.666666666666667
nm10165661,4,5.3999998569488525
nm2918301,1,6.099999904632568
nm10864353,2,6.75
nm5542432,1,7.099999904632568
nm9172607,1,6.099999904632568
nm15661122,1,6.0
nm7885348,1,4.5
nm0107531,1,4.199999809265137
nm3997811,1,4.5
nm0940974,1,4.0
nm2997640,1,3.5999999046325684
nm8402403,1,5.900000095367432
nm1966028,1,7.800000190734863
nm10870141,1,6.099999904632568
nm13186108,1,7.0
nm1268455,1,6.199999809265137
nm13157142,1,7.199999809265137
nm16271968,1,8.199999809265137
nm4643680,1,6.599999904632568
nm9621077,1,4.800000190734863
nm9721191,2,7.900000095367432
nm1253632,2,6.5
nm13176487,1,6.400000095367432
nm8027583,1,6.099999904632568
nm3967702,4,6.924999952316284
nm1899608,1,6.900000095367432
nm1593937,1,5.5
nm1059365,1,5.599999904632568
nm14550642,1,3.700000047683716
nm8351000,1,7.599999904632568
nm1516737,1,7.199999809265137
nm0071382,1,6.199999809265137
nm5678569,1,4.400000095367432
nm5845963,1,6.699999809265137
nm8433370,1,8.600000381469727
nm13200969,1,5.900000095367432
nm10168583,2,5.799999952316284
nm16728217,2,6.400000095367432
nm3707864,2,6.5
nm0372139,1,4.099999904632568
nm0414934,2,5.25
nm13219982,1,8.0
nm13220581,1,3.4000000953674316
nm9974129,1,5.699999809265137
nm2085288,1,6.800000190734863
nm0871708,1,6.300000190734863
nm13224447,1,5.699999809265137
nm10479080,1,9.5
nm1585367,2,5.949999809265137
nm3248811,1,6.599999904632568
nm0562676,3,7.533333460489909
nm12320682,1,5.599999904632568
nm0231596,1,5.5
nm2965065,1,6.300000190734863
nm11368243,1,5.5
nm13799148,1,5.5
nm8190562,1,9.600000381469727
nm8993872,5,5.480000019073486
nm1966373,3,5.5
nm1086714,1,3.9000000953674316
nm10275354,1,6.400000095367432
nm2118237,1,7.0
nm4618488,1,7.099999904632568
nm11520036,1,6.400000095367432
nm8968908,1,5.599999904632568
nm0488991,1,6.800000190734863
nm13268586,1,6.300000190734863
nm13268600,1,6.300000190734863
nm13127314,1,5.5
nm1393919,1,4.599999904632568
nm2214808,1,5.400000095367432
nm5777668,1,5.599999904632568
nm6183919,1,6.099999904632568
nm3688318,1,6.199999809265137
nm2382037,2,7.1000001430511475
nm9000889,1,5.699999809265137
nm12626762,1,6.199999809265137
nm13285197,2,8.550000190734863
nm13285301,1,4.699999809265137
nm13286767,1,7.599999904632568
nm1522668,1,8.899999618530273
nm13282126,1,6.599999904632568
nm13287739,1,8.199999809265137
nm5642635,1,8.300000190734863
nm7664327,1,9.399999618530273
nm8824866,2,7.650000095367432
nm7355053,2,6.150000095367432
nm13292490,1,4.800000190734863
nm8015874,1,5.900000095367432
nm8413137,1,4.199999809265137
nm13293586,1,8.300000190734863
nm6487215,1,7.099999904632568
nm1932959,2,7.3999998569488525
nm7210127,1,7.400000095367432
nm8707202,1,7.5
nm2734678,2,7.150000095367432
nm0106573,1,9.100000381469727
nm1354570,1,9.100000381469727
nm3846644,1,3.200000047683716
nm6793768,1,5.400000095367432
nm5679236,1,7.5
nm7983475,1,4.699999809265137
nm1770884,1,5.699999809265137
nm8334468,1,8.399999618530273
nm4799877,1,6.699999809265137
nm12752573,1,6.099999904632568
nm0121800,1,6.5
nm2813715,1,6.5
nm1007136,1,5.5
nm3715327,1,8.5
nm12056532,1,7.599999904632568
nm7463404,1,5.400000095367432
nm0661910,1,7.5
nm13322724,1,6.5
nm6348271,1,5.699999809265137
nm3543603,1,8.300000190734863
nm4588538,1,4.199999809265137
nm13334490,1,4.099999904632568
nm13337421,1,9.5
nm5702701,1,6.699999809265137
nm3750276,1,8.199999809265137
nm13338249,2,6.200000047683716
nm0161621,1,5.400000095367432
nm3351852,1,5.800000190734863
nm0000126,2,6.8999998569488525
nm6651458,1,5.599999904632568
nm14752090,1,4.099999904632568
nm6394566,1,6.599999904632568
nm5438821,1,4.900000095367432
nm13909454,1,4.800000190734863
nm0450540,2,6.200000047683716
nm5859946,1,7.5
nm4073491,1,8.300000190734863
nm11609998,1,5.800000190734863
nm10044135,1,7.800000190734863
nm4941695,1,6.400000095367432
nm2292707,2,7.549999952316284
nm1517976,1,4.0
nm11507776,1,6.699999809265137
nm3609545,1,5.699999809265137
nm4948723,1,9.5
nm11025614,1,5.0
nm11112461,1,5.099999904632568
nm14131551,1,4.099999904632568
nm0000852,1,4.300000190734863
nm6484730,1,7.599999904632568
nm13397817,1,9.300000190734863
nm13400068,2,7.0
nm1105233,1,6.099999904632568
nm5501975,1,4.599999904632568
nm2695399,1,4.599999904632568
nm9800659,2,6.8500001430511475
nm9423812,1,4.300000190734863
nm6731157,1,5.900000095367432
nm1332672,1,6.300000190734863
nm3971490,1,7.0
nm5479742,4,6.3999998569488525
nm9228547,1,7.400000095367432
nm13415890,1,5.800000190734863
nm1013563,1,7.099999904632568
nm10173816,1,8.199999809265137
nm15337838,1,3.5
nm15671671,1,6.699999809265137
nm10092657,1,7.5
nm6141310,1,8.399999618530273
nm13431631,1,6.900000095367432
nm2376578,1,6.0
nm6563133,1,7.800000190734863
nm11217656,1,7.0
nm9121940,2,5.699999809265137
nm5947149,2,4.600000023841858
nm13447130,1,5.099999904632568
nm13237670,1,7.599999904632568
nm11349258,1,7.099999904632568
nm0051927,1,6.900000095367432
nm13458097,1,8.300000190734863
nm10259215,2,4.100000023841858
nm3746087,1,4.400000095367432
nm11387133,1,8.100000381469727
nm0939260,1,5.199999809265137
nm8906259,1,9.0
nm13468575,1,8.899999618530273
nm2442634,1,7.800000190734863
nm5465109,1,1.2000000476837158
nm0468946,1,7.400000095367432
nm1195742,1,6.300000190734863
nm14283167,1,5.400000095367432
nm13487466,1,7.599999904632568
nm7794378,1,5.900000095367432
nm3119383,1,9.5
nm0076914,2,5.5
nm1807206,1,8.600000381469727
nm0191832,1,7.699999809265137
nm8172219,1,8.699999809265137
nm0726978,1,5.099999904632568
nm0169232,2,9.349999904632568
nm3003609,1,6.199999809265137
nm4363660,1,7.0
nm2163915,2,6.75
nm0086872,1,6.5
nm13528880,1,9.399999618530273
nm2359419,1,9.399999618530273
nm9463449,1,6.5
nm13531106,1,6.599999904632568
nm1532304,1,7.800000190734863
nm3979435,1,8.199999809265137
nm2740351,1,7.199999809265137
nm1788310,1,6.900000095367432
nm7346537,4,6.424999952316284
nm5149511,1,4.0
nm0057774,2,5.150000095367432
nm13552024,1,6.0
nm4976655,1,6.199999809265137
nm4457069,1,6.699999809265137
nm13557118,1,6.400000095367432
nm11427953,1,6.199999809265137
nm10273156,1,4.699999809265137
nm12064838,1,6.400000095367432
nm12421891,3,5.700000127156575
nm5542790,1,5.599999904632568
nm11217626,1,6.5
nm13568239,1,9.100000381469727
nm4508389,1,4.300000190734863
nm2331759,1,4.300000190734863
nm2685020,2,5.049999952316284
nm1807406,1,6.599999904632568
nm0160429,1,6.800000190734863
nm2737102,1,5.699999809265137
nm13585246,3,4.4666666984558105
nm10328744,2,5.299999952316284
nm0870841,1,7.400000095367432
nm10123401,1,3.799999952316284
nm0776856,1,4.599999904632568
nm4028628,2,7.5
nm13591778,1,9.399999618530273
nm7372989,1,3.5
nm7625680,1,6.5
nm1573892,1,7.099999904632568
nm13593830,1,7.800000190734863
nm13593831,1,7.800000190734863
nm3391095,1,7.699999809265137
nm4321111,1,7.199999809265137
nm13600235,1,6.0
nm0840626,1,3.5999999046325684
nm2166244,1,7.099999904632568
nm13603126,1,7.599999904632568
nm2628356,1,3.700000047683716
nm2355311,1,7.0
nm14626936,1,6.5
nm10135883,2,7.3999998569488525
nm8780099,2,7.3999998569488525
nm3648936,2,6.799999952316284
nm13613756,1,4.400000095367432
nm1248299,1,4.300000190734863
nm3811969,1,5.300000190734863
nm0250806,1,6.099999904632568
nm5618931,1,6.099999904632568
nm13628084,1,4.300000190734863
nm1075146,1,4.800000190734863
nm1492932,1,6.199999809265137
nm9059277,1,3.799999952316284
nm3933684,1,6.199999809265137
nm3130598,1,6.400000095367432
nm8737010,1,8.300000190734863
nm5478558,1,7.300000190734863
nm2970913,1,6.699999809265137
nm8867785,1,7.800000190734863
nm4510027,1,7.800000190734863
nm10957039,2,6.0
nm1441509,1,7.699999809265137
nm0000500,2,7.0
nm0390912,1,6.800000190734863
nm0630028,1,7.400000095367432
nm4439730,2,3.7499998807907104
nm4756199,1,5.699999809265137
nm13659202,1,3.9000000953674316
nm1525780,3,2.6666666666666665
nm7559801,3,7.733333428700765
nm1803366,1,2.299999952316284
nm14107410,1,5.800000190734863
nm4763599,1,3.0999999046325684
nm9933118,1,6.599999904632568
nm13191747,1,7.699999809265137
nm0037491,1,4.099999904632568
nm4511619,1,5.900000095367432
nm9820648,1,2.9000000953674316
nm3192412,1,8.399999618530273
nm3882671,1,7.900000095367432
nm13681514,1,5.800000190734863
nm11180130,1,7.699999809265137
nm13682744,1,8.399999618530273
nm0879436,1,6.699999809265137
nm7012387,2,8.199999809265137
nm8968872,2,8.199999809265137
nm3332970,2,5.5
nm5375131,1,6.5
nm13624587,1,9.199999809265137
nm8176343,1,7.099999904632568
nm7231945,1,9.399999618530273
nm8080004,1,8.600000381469727
nm13988150,2,5.900000095367432
nm11809411,1,5.199999809265137
nm13705819,1,3.299999952316284
nm10172816,1,6.599999904632568
nm14374338,1,8.600000381469727
nm4710432,1,5.699999809265137
nm3814942,1,4.0
nm1543954,1,7.599999904632568
nm6595924,1,6.800000190734863
nm13721366,1,8.800000190734863
nm13704378,1,9.199999809265137
nm4726499,1,6.199999809265137
nm13929618,1,8.5
nm0127373,1,6.699999809265137
nm4392585,1,5.300000190734863
nm4891543,1,7.199999809265137
nm2438224,2,7.1499998569488525
nm7105921,3,7.099999904632568
nm13521375,1,4.300000190734863
nm13166456,1,7.199999809265137
nm0997135,1,6.699999809265137
nm7792150,1,8.399999618530273
nm3778064,1,3.799999952316284
nm3483165,1,4.099999904632568
nm9007291,1,7.5
nm1942103,3,6.0333333015441895
nm3442420,1,6.400000095367432
nm13758224,1,5.0
nm13759734,1,6.599999904632568
nm0115979,1,5.099999904632568
nm1522989,1,6.599999904632568
nm4157561,1,6.300000190734863
nm1699934,2,6.950000047683716
nm1442929,1,9.300000190734863
nm8309208,1,9.100000381469727
nm2317677,1,7.0
nm13798755,1,4.800000190734863
nm0455682,2,7.150000095367432
nm2265658,3,5.9666666984558105
nm13780208,1,7.199999809265137
nm4264669,2,5.849999904632568
nm3260275,2,5.099999904632568
nm0015142,1,5.800000190734863
nm1883257,1,6.400000095367432
nm16276869,1,4.5
nm8412510,1,7.199999809265137
nm9952343,1,6.099999904632568
nm1669870,2,6.200000047683716
nm2040714,1,7.0
nm8276521,1,7.699999809265137
nm1239998,1,4.800000190734863
nm3672532,1,6.300000190734863
nm14709499,1,4.800000190734863
nm2293538,1,6.099999904632568
nm1140699,1,6.300000190734863
nm0512137,1,5.300000190734863
nm13812782,1,9.199999809265137
nm7855311,1,8.399999618530273
nm12657617,1,7.699999809265137
nm15000109,1,8.199999809265137
nm4974258,1,6.199999809265137
nm7607506,1,5.900000095367432
nm6942818,1,7.199999809265137
nm5246010,3,5.233333269755046
nm12436635,1,4.699999809265137
nm10071066,1,4.5
nm4397693,1,6.699999809265137
nm12857967,1,3.9000000953674316
nm4750384,1,6.800000190734863
nm13845503,1,5.900000095367432
nm7323886,1,6.5
nm5328307,1,6.900000095367432
nm13846672,1,4.699999809265137
nm13847967,1,4.699999809265137
nm4343207,1,6.099999904632568
nm1136409,1,6.0
nm14028247,1,7.400000095367432
nm0288223,1,6.199999809265137
nm13936816,1,6.5
nm13852644,1,7.400000095367432
nm3886382,1,4.699999809265137
nm13854827,1,5.800000190734863
nm0001094,5,7.420000076293945
nm6379851,1,3.9000000953674316
nm12579333,1,6.099999904632568
nm3062371,1,6.300000190734863
nm1203068,1,6.0
nm11163693,7,5.042857136045184
nm13996639,1,5.400000095367432
nm4546479,1,7.900000095367432
nm4747781,2,6.450000047683716
nm1673510,2,8.199999809265137
nm8246771,1,9.699999809265137
nm13869719,1,6.099999904632568
nm1662707,1,6.599999904632568
nm14878288,1,5.5
nm1077862,1,6.099999904632568
nm5583104,1,7.099999904632568
nm0566506,3,2.0333333015441895
nm3307267,1,8.5
nm4390316,1,6.0
nm0742941,2,6.450000047683716
nm4044179,1,5.0
nm9328550,1,6.699999809265137
nm1982933,1,7.099999904632568
nm0560556,1,6.699999809265137
nm2686579,1,6.5
nm4723637,2,6.5
nm0230058,1,5.300000190734863
nm0079884,1,7.0
nm0643422,1,3.700000047683716
nm11124879,3,5.433333396911621
nm4050526,1,6.800000190734863
nm0593314,1,7.300000190734863
nm11574935,1,7.900000095367432
nm5642890,1,7.800000190734863
nm4537580,1,3.5
nm1490770,1,6.599999904632568
nm4822015,1,6.099999904632568
nm4495252,1,9.899999618530273
nm8853005,1,7.300000190734863
nm10453744,1,9.100000381469727
nm12109522,1,9.600000381469727
nm2347195,1,5.699999809265137
nm13913605,1,6.5
nm0111369,1,4.099999904632568
nm13915382,1,9.399999618530273
nm4081300,1,8.699999809265137
nm8897406,1,5.5
nm11188235,1,6.300000190734863
nm13788051,1,5.800000190734863
nm8731579,1,5.800000190734863
nm1460692,1,5.300000190734863
nm13578622,1,5.199999809265137
nm5112801,1,6.5
nm0252607,1,6.900000095367432
nm8217048,2,7.75
nm13931605,1,8.199999809265137
nm5073502,1,6.800000190734863
nm14983503,1,7.0
nm5399714,1,5.400000095367432
nm1383828,1,3.200000047683716
nm8524991,1,9.199999809265137
nm4898480,3,8.799999872843424
nm13550332,1,8.600000381469727
nm13947396,1,5.900000095367432
nm1120902,2,5.700000047683716
nm9093677,1,7.800000190734863
nm9065179,1,7.800000190734863
nm13480190,1,6.800000190734863
nm2208319,1,7.400000095367432
nm0937569,1,7.5
nm6410779,1,6.900000095367432
nm2192031,1,9.199999809265137
nm3642120,1,3.299999952316284
nm0759968,1,3.299999952316284
nm1804614,1,7.099999904632568
nm9261933,2,7.450000047683716
nm2048962,2,5.400000095367432
nm9637991,1,7.5
nm2978355,1,3.299999952316284
nm5623782,1,7.300000190734863
nm11202540,1,7.199999809265137
nm2602630,1,5.5
nm3839052,1,5.5
nm14502525,1,8.899999618530273
nm13978993,1,5.599999904632568
nm0892011,2,6.25
nm13982006,1,6.699999809265137
nm3476882,1,5.699999809265137
nm5991968,1,7.400000095367432
nm12418282,3,3.2333333492279053
nm12542604,1,5.599999904632568
nm12102652,1,7.199999809265137
nm14003598,1,5.599999904632568
nm13995437,1,7.699999809265137
nm4294108,1,7.0
nm4884944,1,7.400000095367432
nm5534262,1,4.300000190734863
nm13608394,1,9.199999809265137
nm2709006,1,7.300000190734863
nm2343609,1,6.199999809265137
nm0634644,1,7.5
nm11021626,1,8.300000190734863
nm3123196,1,6.0
nm14676695,4,6.100000023841858
nm6688562,4,7.974999904632568
nm13263410,2,5.450000047683716
nm0201903,1,6.599999904632568
nm1142058,1,7.0
nm0510156,1,7.699999809265137
nm6817850,1,6.599999904632568
nm2613934,2,6.25
nm6177378,1,3.4000000953674316
nm1419862,1,3.5
nm0228542,1,5.5
nm3976308,2,5.6499998569488525
nm9577546,1,5.099999904632568
nm0630497,3,4.666666587193807
nm14043894,1,7.5
nm8895959,1,5.199999809265137
nm5523100,1,8.0
nm1412280,1,4.900000095367432
nm5896916,1,5.400000095367432
nm3531377,1,8.5
nm2287405,1,7.099999904632568
nm10100998,1,8.0
nm6519967,1,5.400000095367432
nm0008332,1,6.300000190734863
nm5194324,1,8.199999809265137
nm11617021,1,6.400000095367432
nm2109382,1,7.0
nm9218697,1,4.599999904632568
nm0877097,1,5.900000095367432
nm2955107,2,7.75
nm5391802,1,6.699999809265137
nm6501277,1,4.099999904632568
nm1393759,1,7.599999904632568
nm2801190,1,4.900000095367432
nm6625122,1,9.5
nm0116369,1,7.0
nm14088062,1,7.599999904632568
nm8566158,1,4.5
nm7210084,1,5.699999809265137
nm14095229,1,2.700000047683716
nm13389830,1,8.600000381469727
nm3687677,1,6.400000095367432
nm10583369,1,6.400000095367432
nm8401450,1,5.099999904632568
nm14104435,1,6.699999809265137
nm0443024,1,9.199999809265137
nm4323969,1,6.599999904632568
nm0206691,1,7.400000095367432
nm5144476,1,8.800000190734863
nm14116112,1,6.800000190734863
nm12465681,1,5.599999904632568
nm0446018,1,8.699999809265137
nm6960883,1,6.199999809265137
nm14118158,1,5.400000095367432
nm14118215,1,6.900000095367432
nm2287233,1,6.900000095367432
nm10406808,2,5.5
nm14121991,1,7.5
nm1203431,1,6.599999904632568
nm1550132,3,6.266666571299235
nm4566375,1,6.599999904632568
nm10770735,1,4.099999904632568
nm2866338,2,4.950000047683716
nm5518029,1,7.800000190734863
nm0027915,1,4.800000190734863
nm14137291,2,8.349999904632568
nm14550851,1,4.800000190734863
nm7036379,1,2.299999952316284
nm0257421,1,8.199999809265137
nm7150280,2,7.0
nm1759821,1,3.799999952316284
nm11921183,1,7.0
nm0626426,1,6.599999904632568
nm9362786,1,6.5
nm8619103,1,6.699999809265137
nm3845518,2,5.450000047683716
nm4866189,1,6.5
nm5645761,1,5.900000095367432
nm9638998,1,7.0
nm2665279,1,6.699999809265137
nm5319685,1,6.0
nm1394133,1,5.5
nm0604356,1,7.800000190734863
nm5448408,1,9.600000381469727
nm1424506,1,5.800000190734863
nm0545884,1,6.800000190734863
nm14327490,1,7.599999904632568
nm1125328,1,6.300000190734863
nm15564601,1,5.5
nm5045957,1,6.699999809265137
nm1246883,3,5.800000031789144
nm7048064,1,4.900000095367432
nm14188828,2,7.550000190734863
nm7808375,1,8.699999809265137
nm12783077,1,5.199999809265137
nm0611850,2,9.0
nm13997404,1,8.5
nm3907719,1,6.300000190734863
nm0474955,2,4.700000047683716
nm0000241,1,4.800000190734863
nm0536805,1,5.699999809265137
nm14205795,1,7.0
nm14212575,1,5.400000095367432
nm14215571,1,7.599999904632568
nm3249291,1,7.099999904632568
nm1957070,1,4.5
nm5328220,1,6.5
nm0863807,1,6.0
nm3056833,1,6.800000190734863
nm10446391,1,5.699999809265137
nm1406583,1,4.400000095367432
nm0616504,1,4.400000095367432
nm14237637,1,9.199999809265137
nm10859653,1,8.800000190734863
nm0574509,1,4.199999809265137
nm1867020,1,5.599999904632568
nm14233380,1,8.5
nm14237830,1,5.599999904632568
nm3061759,1,5.199999809265137
nm1953524,1,7.199999809265137
nm0905108,2,6.0
nm9895262,1,6.300000190734863
nm9779102,1,8.800000190734863
nm2041570,1,5.599999904632568
nm6581079,2,5.349999904632568
nm12172170,2,4.8500001430511475
nm3936882,1,7.0
nm0889649,1,6.599999904632568
nm6182182,2,7.349999904632568
nm2345939,1,7.5
nm1580389,1,6.400000095367432
