tconst,writer_id,writer_experience,writer_quality,target_rating
tt12439404,nm1944825,1,7.099999904632568,7.1
tt12439508,nm4317824,2,6.8999998569488525,6.7
tt12439850,nm3808149,1,6.800000190734863,6.8
tt12439942,nm4555148,1,6.900000095367432,6.9
tt12440108,nm0793701,1,5.5,5.5
tt12440140,nm5766864,1,6.900000095367432,6.9
tt12440242,nm3257927,2,3.6000001430511475,2.4
tt12440422,nm11631874,1,6.300000190734863,6.3
tt12440750,nm0544828,1,6.300000190734863,6.3
tt12440964,nm3400134,1,3.4000000953674316,3.4
tt12441410,nm4868411,1,6.199999809265137,6.2
tt12441440,nm1301724,1,6.800000190734863,6.8
tt12442824,nm3499084,1,5.099999904632568,5.1
tt12443220,nm5160999,4,5.949999928474426,6.0
tt12443574,nm6527119,1,8.100000381469727,8.1
tt12443662,nm0407992,2,6.0,7.5
tt12443726,nm0024887,2,5.8999998569488525,4.7
tt12443756,nm1310723,2,6.5,6.1
tt12443930,nm0609981,3,6.766666730244954,6.9
tt12443946,nm3281319,2,7.049999952316284,6.6
tt12443980,nm12180583,1,4.5,4.5
tt12444168,nm0411416,1,3.799999952316284,3.8
tt12444424,nm2224444,7,6.028571469443185,6.7
tt12444426,nm11633954,1,5.800000190734863,5.8
tt12444430,nm6398468,2,6.300000190734863,5.8
tt12444440,nm3296910,2,6.150000095367432,7.0
tt12444454,nm6039268,3,5.600000063578288,6.4
tt12444572,nm3281162,1,6.599999904632568,6.6
tt12444576,nm5414775,1,6.699999809265137,6.7
tt12444636,nm0894173,4,5.8749998807907104,6.2
tt12444642,nm1342890,4,6.299999952316284,6.6
tt12444934,nm3249706,1,3.9000000953674316,3.9
tt12444960,nm1022433,1,4.199999809265137,4.2
tt12445010,nm7869796,1,6.900000095367432,6.9
tt12445264,nm11634363,1,6.099999904632568,6.1
tt12445782,nm4122551,1,4.099999904632568,4.1
tt12445792,nm2273422,1,1.600000023841858,1.6
tt12445928,nm6894236,1,5.0,5.0
tt12446086,nm1575624,1,8.0,8.0
tt12446112,nm0652141,2,7.1499998569488525,7.1
tt12446654,nm4624875,1,5.300000190734863,5.3
tt12446718,nm0546822,1,5.300000190734863,5.3
tt12447796,nm1229323,1,5.400000095367432,5.4
tt12447890,nm3373711,1,8.5,8.5
tt12448082,nm6918567,2,4.700000047683716,4.3
tt12449586,nm1366093,1,4.800000190734863,4.8
tt12450164,nm2879241,1,6.599999904632568,6.6
tt12450394,nm0947869,1,6.800000190734863,6.8
tt12450582,nm1802572,1,7.199999809265137,7.2
tt34190272,nm0023776,2,7.8999998569488525,8.4
tt34192070,nm4273152,4,7.8750001192092896,9.3
tt34194399,nm2348115,1,7.199999809265137,7.2
tt34201844,nm4748700,7,5.72857141494751,6.0
tt3420504,nm2357110,1,6.900000095367432,6.9
tt34208307,nm1360311,1,6.099999904632568,6.1
tt34224262,nm8099376,1,7.800000190734863,7.8
tt34237408,nm7603309,3,4.833333333333333,4.2
tt34245046,nm12413560,4,6.800000071525574,7.2
tt34256733,nm16656901,1,9.100000381469727,9.1
tt34266683,nm16658365,1,6.699999809265137,6.7
tt3427252,nm1456816,5,6.360000038146973,5.9
tt34278071,nm1082564,1,5.900000095367432,5.9
tt34280341,nm0362771,2,8.450000286102295,8.1
tt34284480,nm1587303,1,7.199999809265137,7.2
tt34284832,nm3401111,2,7.8999998569488525,9.2
tt34287697,nm7103899,3,6.166666666666667,6.6
tt34290805,nm0373946,1,8.100000381469727,8.1
tt34305840,nm5379662,2,5.700000047683716,5.1
tt34321269,nm7357338,1,8.699999809265137,8.7
tt34323068,nm12074885,1,6.900000095367432,6.9
tt34328066,nm5319262,1,7.099999904632568,7.1
tt34333574,nm9924348,1,6.5,6.5
tt34338370,nm11099983,3,7.900000095367432,9.2
tt34365591,nm16669996,1,9.399999618530273,9.4
tt34371249,nm4661955,5,5.919999980926514,5.0
tt34376032,nm16674499,1,5.099999904632568,5.1
tt34377012,nm14700470,2,6.349999904632568,7.2
tt34377952,nm1462513,1,6.099999904632568,6.1
tt34378658,nm2506257,1,8.100000381469727,8.1
tt34378832,nm10668363,1,6.099999904632568,6.1
tt34379450,nm16678911,1,9.800000190734863,9.8
tt34380424,nm16680006,1,6.099999904632568,6.1
tt34381634,nm10561599,1,8.699999809265137,8.7
tt34381884,nm14042484,1,8.600000381469727,8.6
tt34382107,nm13016482,19,8.273684175390946,8.7
tt34383475,nm13016482,19,8.273684175390946,8.7
tt34386263,nm4418620,1,7.199999809265137,7.2
tt34386639,nm1558468,1,6.699999809265137,6.7
tt34387869,nm5104531,1,9.0,9.0
tt34388875,nm16403284,1,8.899999618530273,8.9
tt34412103,nm3024759,4,5.724999904632568,5.7
tt34424283,nm3648997,2,5.650000095367432,5.5
tt34425040,nm14137748,1,5.0,5.0
tt34428090,nm5780125,2,7.3999998569488525,7.1
tt34428655,nm1266318,2,8.149999856948853,8.7
tt34431038,nm16690460,1,8.899999618530273,8.9
tt34438701,nm5620660,1,7.099999904632568,7.1
tt34438710,nm7878193,1,5.900000095367432,5.9
tt34442437,nm2500722,2,6.199999809265137,6.2
tt34446945,nm8833340,1,6.300000190734863,6.3
tt34457940,nm11465798,1,9.800000190734863,9.8
tt34459147,nm4535436,1,7.0,7.0
tt34464725,nm9863427,1,7.199999809265137,7.2
tt34471840,nm9489053,1,9.300000190734863,9.3
tt34475601,nm9279316,1,9.800000190734863,9.8
tt3447590,nm2423358,1,7.0,7.0
tt34482468,nm0776424,1,6.0,6.0
tt34490115,nm1523747,1,6.099999904632568,6.1
tt34493967,nm9442686,2,8.049999952316284,8.2
tt34498407,nm9864594,3,7.333333333333333,8.7
tt34500783,nm7211303,5,6.7399999618530275,7.7
tt34500787,nm0045068,1,8.0,8.0
tt34509472,nm16710147,1,6.599999904632568,6.6
tt34512197,nm8832310,1,6.800000190734863,6.8
tt34513232,nm1962313,4,5.450000107288361,7.3
tt34517134,nm14611978,1,6.800000190734863,6.8
tt34524464,nm15399828,1,4.800000190734863,4.8
tt34525322,nm16795433,1,7.099999904632568,7.1
tt34526586,nm0498080,15,5.059999974568685,7.8
tt34540212,nm16713489,1,9.0,9.0
tt34542628,nm10197147,1,8.699999809265137,8.7
tt34542643,nm8315359,6,4.083333333333333,5.0
tt3454424,nm0284369,1,6.400000095367432,6.4
tt34546364,nm14267651,1,9.5,9.5
tt34551254,nm11445211,1,9.300000190734863,9.3
tt34564348,nm15527370,10,4.7600000381469725,2.1
tt34564942,nm16720713,1,3.5,3.5
tt34567009,nm8306468,1,8.399999618530273,8.4
tt34573436,nm15697947,2,7.049999952316284,8.2
tt34573447,nm0559647,1,7.400000095367432,7.4
tt34573452,nm17207737,1,5.900000095367432,5.9
tt34581855,nm1688740,1,3.200000047683716,3.2
tt34585027,nm1779858,1,7.599999904632568,7.6
tt34587907,nm0037874,1,8.100000381469727,8.1
tt34599155,nm4940617,2,7.6499998569488525,9.2
tt34601072,nm3713130,7,6.814285687037876,7.2
tt34601105,nm7430881,1,6.400000095367432,6.4
tt34602203,nm1037826,3,5.566666603088379,8.2
tt34604827,nm8909679,2,6.0,5.4
tt34611187,nm6359135,1,5.800000190734863,5.8
tt34615536,nm16457290,1,7.300000190734863,7.3
tt34619564,nm16732550,1,4.099999904632568,4.1
tt34621892,nm3289512,3,6.53333314259847,7.2
tt34621904,nm4162211,14,6.521428619112287,7.0
tt34622683,nm16789358,1,9.699999809265137,9.7
tt34624313,nm3355650,3,7.666666825612386,8.1
tt34630546,nm11121549,5,5.740000057220459,8.0
tt34637341,nm16757843,1,7.199999809265137,7.2
tt3463938,nm1129343,1,4.099999904632568,4.1
tt34641011,nm14535688,1,8.5,8.5
tt12321124,nm11579842,1,8.399999618530273,8.4
tt12322986,nm2707986,2,6.799999952316284,7.1
tt12323652,nm0501781,1,7.900000095367432,7.9
tt12323746,nm5390018,1,5.400000095367432,5.4
tt12325324,nm3810234,1,5.599999904632568,5.6
tt12327512,nm6948758,1,5.699999809265137,5.7
tt12328088,nm11582971,1,7.199999809265137,7.2
tt12330184,nm8216884,1,6.599999904632568,6.6
tt12331290,nm11584033,1,9.0,9.0
tt12334306,nm0939147,6,5.3666666348775225,5.9
tt12335574,nm11585916,2,6.400000095367432,6.4
tt12335692,nm4571421,1,3.5,3.5
tt12337394,nm2351902,1,7.400000095367432,7.4
tt12337446,nm9630610,1,6.800000190734863,6.8
tt12337804,nm1760793,1,6.699999809265137,6.7
tt12337854,nm4093874,1,6.599999904632568,6.6
tt12338246,nm0437490,8,4.387499988079071,4.5
tt12338276,nm2461431,13,6.784615406623254,4.1
tt12340568,nm8346399,1,5.900000095367432,5.9
tt12344312,nm3961464,1,4.699999809265137,4.7
tt12344410,nm8704596,1,5.699999809265137,5.7
tt12345596,nm8294222,3,4.566666603088379,3.6
tt12345940,nm10709799,1,6.0,6.0
tt12346532,nm2236012,1,8.100000381469727,8.1
tt12348910,nm0742719,1,5.300000190734863,5.3
tt12348920,nm11591060,1,6.800000190734863,6.8
tt12350518,nm0451969,11,5.463636419989846,5.8
tt12351994,nm7566079,2,5.800000190734863,5.3
tt12354254,nm11593596,1,5.099999904632568,5.1
tt12354874,nm1847106,1,5.400000095367432,5.4
tt12356516,nm0462408,2,6.549999952316284,5.9
tt12356852,nm0004250,1,4.800000190734863,4.8
tt12357400,nm4158370,1,9.5,9.5
tt12357762,nm11595323,2,5.699999809265137,6.2
tt12358104,nm0596668,1,4.300000190734863,4.3
tt12361036,nm0553662,14,4.742857166699001,5.8
tt12361974,nm0795975,1,7.900000095367432,7.9
tt12362248,nm0195064,1,4.5,4.5
tt12362542,nm9225716,1,7.199999809265137,7.2
tt12362660,nm5176971,7,5.27142858505249,3.9
tt12363162,nm11201835,3,5.933333396911621,6.4
tt12363494,nm4927967,1,6.0,6.0
tt12364186,nm6277212,2,6.949999809265137,7.2
tt12364278,nm8621020,3,6.4666666984558105,5.8
tt12367916,nm2195555,5,6.820000076293946,6.3
tt12369020,nm7916102,2,6.200000047683716,8.0
tt12369160,nm0849294,1,5.099999904632568,5.1
tt12372176,nm5360514,1,8.699999809265137,8.7
tt12373414,nm6411634,1,5.400000095367432,5.4
tt12373534,nm2001417,1,6.5,6.5
tt12373798,nm2515060,1,4.5,4.5
tt12373898,nm3212131,1,8.0,8.0
tt12374774,nm4148153,15,6.873333358764649,3.4
tt12377820,nm5644148,3,5.9666666984558105,5.4
tt12377840,nm2390387,1,8.600000381469727,8.6
tt12380422,nm8922358,5,6.7600000381469725,5.9
tt12381488,nm11610474,7,5.785714285714286,4.7
tt12384178,nm3822097,3,5.566666682561238,2.3
tt12384998,nm11606952,1,8.600000381469727,8.6
tt12386002,nm9853997,3,5.800000031789144,5.5
tt12386022,nm3898671,3,5.299999872843425,5.2
tt12386160,nm11782485,1,8.0,8.0
tt12387580,nm1391248,2,5.099999904632568,5.7
tt12387734,nm7170786,1,7.699999809265137,7.7
tt12389236,nm3743255,1,5.900000095367432,5.9
tt12389270,nm6363756,5,4.600000047683716,4.6
tt12390218,nm8835886,1,5.900000095367432,5.9
tt12390330,nm1952204,1,6.400000095367432,6.4
tt12390388,nm3277567,1,5.699999809265137,5.7
tt12390572,nm1848130,2,4.5,5.1
tt12391962,nm0267740,5,2.5400000333786013,2.9
tt12392516,nm4734152,1,3.799999952316284,3.8
tt12392662,nm12130364,1,5.400000095367432,5.4
tt12392896,nm3279685,1,6.0,6.0
tt12393832,nm2754122,3,6.600000063578288,6.4
tt12395662,nm4160160,3,4.0666665236155195,4.2
tt12396992,nm6894429,1,7.099999904632568,7.1
tt12397078,nm6188220,1,7.199999809265137,7.2
tt12399056,nm0384784,2,5.700000047683716,4.8
tt12399724,nm3679527,2,5.599999904632568,6.5
tt12402658,nm5594146,1,4.5,4.5
tt12402876,nm0417376,1,7.599999904632568,7.6
tt12403702,nm0367218,2,3.950000047683716,4.5
tt12404190,nm1351271,4,5.349999964237213,3.3
tt12406590,nm5036340,1,6.0,6.0
tt12407116,nm0401975,2,5.849999785423279,3.3
tt12407132,nm4450374,1,7.900000095367432,7.9
tt12407972,nm8439054,1,5.900000095367432,5.9
tt12408808,nm3561995,1,5.699999809265137,5.7
tt12409066,nm11296645,1,6.5,6.5
tt12409256,nm7432688,1,4.300000190734863,4.3
tt12410714,nm1974226,1,6.0,6.0
tt12412166,nm0346277,6,5.8666666348775225,5.2
tt12412888,nm1351254,4,6.649999976158142,6.5
tt12415546,nm11964394,1,8.399999618530273,8.4
tt12415660,nm3402643,1,7.800000190734863,7.8
tt12415670,nm5068288,3,6.833333174387614,6.7
tt12415828,nm2517955,1,8.800000190734863,8.8
tt12416066,nm6033367,9,4.0333333015441895,3.3
tt12416794,nm0759270,1,6.300000190734863,6.3
tt12418202,nm4003178,1,7.900000095367432,7.9
tt12418334,nm10710539,1,5.400000095367432,5.4
tt12421180,nm9976703,1,7.699999809265137,7.7
tt12421418,nm11622936,1,7.400000095367432,7.4
tt12421658,nm11217564,1,7.599999904632568,7.6
tt12422064,nm9204952,9,4.133333312140571,6.2
tt12422076,nm8013995,9,7.399999989403619,8.5
tt12423052,nm8403811,13,6.015384655732375,4.9
tt12423140,nm4657969,2,6.150000095367432,6.5
tt12424060,nm7659299,1,6.800000190734863,6.8
tt12424356,nm8403811,13,6.015384655732375,5.6
tt12425868,nm9453721,3,5.50000015894572,5.4
tt12427090,nm6872144,1,7.099999904632568,7.1
tt12427724,nm0097077,2,6.5,6.0
tt12427772,nm11625937,1,8.699999809265137,8.7
tt12428098,nm0275250,5,6.6,7.0
tt12428424,nm4335139,1,5.900000095367432,5.9
tt12428506,nm12393697,3,5.966666539510091,5.2
tt12429066,nm10509011,1,6.099999904632568,6.1
tt12429872,nm7529756,1,3.299999952316284,3.3
tt12429968,nm3099132,2,3.8499999046325684,3.6
tt12430040,nm11207299,3,2.699999968210856,1.8
tt12431770,nm0169548,1,7.800000190734863,7.8
tt12432272,nm2313220,2,7.3999998569488525,7.6
tt12432558,nm0952060,1,4.900000095367432,4.9
tt12433266,nm4664031,6,5.499999920527141,6.0
tt12434506,nm0202290,1,6.699999809265137,6.7
tt12436252,nm6594508,1,5.5,5.5
tt12438408,nm0451969,11,5.463636419989846,5.6
tt12439230,nm5781110,1,6.300000190734863,6.3
tt12439248,nm13576013,1,7.099999904632568,7.1
tt12439268,nm4668744,1,6.599999904632568,6.6
tt12439404,nm2202798,1,7.099999904632568,7.1
tt12439850,nm12943413,1,6.800000190734863,6.8
tt12439942,nm2997143,1,6.900000095367432,6.9
tt12440108,nm6767709,1,5.5,5.5
tt12440140,nm3176690,1,6.900000095367432,6.9
tt12440242,nm3987941,3,3.800000031789144,2.4
tt12440422,nm11631873,1,6.300000190734863,6.3
tt12440750,nm2307373,2,5.75,6.3
tt12441410,nm6820030,1,6.199999809265137,6.2
tt12443220,nm1141181,5,6.559999942779541,6.0
tt12443574,nm9542233,1,8.100000381469727,8.1
tt12443726,nm0636506,1,4.699999809265137,4.7
tt12443756,nm0814213,1,6.099999904632568,6.1
tt12443980,nm5391149,1,4.5,4.5
tt12444168,nm0484475,2,4.899999976158142,3.8
tt12444424,nm5002708,1,6.699999809265137,6.7
tt12444440,nm0136239,1,7.0,7.0
tt12444454,nm3663323,3,6.200000127156575,6.4
tt12444572,nm3529555,2,6.549999952316284,6.6
tt12444576,nm1887409,3,6.300000031789144,6.7
tt12444636,nm4972432,4,6.174999952316284,6.2
tt12444642,nm1503330,8,6.162500023841858,6.6
tt12444960,nm3080361,1,4.199999809265137,4.2
tt12445264,nm9158799,1,6.099999904632568,6.1
tt12445792,nm0008765,1,1.600000023841858,1.6
tt12446086,nm2456391,2,8.050000190734863,8.0
tt12446112,nm1257235,3,7.133333206176758,7.1
tt12446654,nm11635321,1,5.300000190734863,5.3
tt12447796,nm4821008,1,5.400000095367432,5.4
tt12448082,nm4387002,1,4.300000190734863,4.3
tt34208307,nm1889990,2,6.349999904632568,6.1
tt34237408,nm5572916,11,5.2727272727272725,4.2
tt3427252,nm1399714,4,6.375,5.9
tt34278071,nm4293909,2,6.3500001430511475,5.9
tt34323068,nm16664494,1,6.900000095367432,6.9
tt34365591,nm16737874,1,9.399999618530273,9.4
tt34377012,nm7038166,4,5.850000023841858,7.2
tt34378832,nm2041689,3,5.566666603088379,6.1
tt34381634,nm10561596,1,8.699999809265137,8.7
tt34382107,nm11300678,1,8.699999809265137,8.7
tt34383475,nm16684269,1,8.699999809265137,8.7
tt34386263,nm13890650,1,7.199999809265137,7.2
tt34386639,nm4091941,2,6.199999809265137,6.7
tt34412103,nm8706021,3,5.966666539510091,5.7
tt34424283,nm15881739,1,5.5,5.5
tt34425040,nm15222588,3,5.5333333015441895,5.0
tt34431038,nm16690458,1,8.899999618530273,8.9
tt34442437,nm16748099,1,6.199999809265137,6.2
tt34457940,nm11026219,1,9.800000190734863,9.8
tt34459147,nm16700231,1,7.0,7.0
tt3447590,nm2393111,3,6.699999968210856,7.0
tt34490115,nm9348857,1,6.099999904632568,6.1
tt34509472,nm16871994,1,6.599999904632568,6.6
tt34517134,nm0018840,1,6.800000190734863,6.8
tt34525322,nm11110754,1,7.099999904632568,7.1
tt34542628,nm0790515,1,8.699999809265137,8.7
tt34546364,nm16717936,1,9.5,9.5
tt34564942,nm16720720,1,3.5,3.5
tt34567009,nm7950947,1,8.399999618530273,8.4
tt34573436,nm2481000,5,6.759999942779541,8.2
tt34573452,nm5752673,1,5.900000095367432,5.9
tt34581855,nm12774766,1,3.200000047683716,3.2
tt34602203,nm9730734,1,8.199999809265137,8.2
tt34615536,nm10755210,8,6.887499988079071,7.3
tt34621892,nm0002645,11,6.763636328957298,7.2
tt34622683,nm0169232,2,9.349999904632568,9.7
tt34630546,nm10864353,2,6.75,8.0
tt3463938,nm15291350,1,4.099999904632568,4.1
tt34641011,nm5610971,3,6.600000063578288,8.5
tt12330184,nm0144459,1,6.599999904632568,6.6
tt12331290,nm11584032,1,9.0,9.0
tt12335692,nm2351642,1,3.5,3.5
tt12337804,nm0252095,1,6.699999809265137,6.7
tt12344312,nm9417996,1,4.699999809265137,4.7
tt12348920,nm7419932,1,6.800000190734863,6.8
tt12351994,nm8706800,4,5.774999976158142,5.3
tt12354254,nm11593595,1,5.099999904632568,5.1
tt12354874,nm1729126,1,5.400000095367432,5.4
tt12356516,nm3848723,4,5.350000023841858,5.9
tt12358104,nm0133561,1,4.300000190734863,4.3
tt12361974,nm0796950,2,7.450000047683716,7.9
tt12363162,nm5376802,1,6.400000095367432,6.4
tt12363494,nm11598219,2,5.950000047683716,6.0
tt12367916,nm12989256,1,6.300000190734863,6.3
tt12369160,nm6598458,1,5.099999904632568,5.1
tt12373534,nm1904394,2,6.25,6.5
tt12373798,nm0084502,6,6.200000047683716,4.5
tt12381488,nm7136818,1,4.699999809265137,4.7
tt12384178,nm1410002,1,2.299999952316284,2.3
tt12386002,nm9854008,3,5.800000031789144,5.5
tt12386160,nm6267231,1,8.0,8.0
tt12389236,nm5082585,4,6.375,5.9
tt12390388,nm13826506,1,5.699999809265137,5.7
tt12392662,nm12130365,1,5.400000095367432,5.4
tt12392896,nm0009729,1,6.0,6.0
tt12402658,nm11615322,1,4.5,4.5
tt12402876,nm10744060,1,7.599999904632568,7.6
tt12404190,nm11616461,1,3.299999952316284,3.3
tt12406590,nm0561114,2,6.400000095367432,6.0
tt12409066,nm0962225,1,6.5,6.5
tt12410714,nm1512598,1,6.0,6.0
tt12412888,nm1352459,4,6.649999976158142,6.5
tt12415546,nm4697729,2,8.799999713897705,8.4
tt12415828,nm0455961,1,8.800000190734863,8.8
tt12418202,nm9359128,1,7.900000095367432,7.9
tt12421418,nm11622935,2,7.700000047683716,7.4
tt12423052,nm11624112,1,4.900000095367432,4.9
tt12424356,nm13085137,1,5.599999904632568,5.6
tt12425868,nm1539934,1,5.400000095367432,5.4
tt12428098,nm1632998,1,7.0,7.0
tt12428506,nm1450247,2,5.099999904632568,5.2
tt12431770,nm0131639,1,7.800000190734863,7.8
tt12432558,nm1486721,1,4.900000095367432,4.9
tt12433266,nm3859710,14,5.407142877578735,6.0
tt12439404,nm3518916,1,7.099999904632568,7.1
tt12439942,nm5246174,1,6.900000095367432,6.9
tt12440750,nm4209164,2,6.300000190734863,6.3
tt12443220,nm1584563,1,6.0,6.0
tt12443574,nm8249320,1,8.100000381469727,8.1
tt12443980,nm1288038,1,4.5,4.5
tt12444168,nm1643388,1,3.799999952316284,3.8
tt12444424,nm8013809,1,6.699999809265137,6.7
tt12444440,nm0183686,3,6.900000095367432,7.0
tt12444636,nm0346363,1,6.199999809265137,6.2
tt12444642,nm1457966,1,6.599999904632568,6.6
tt12446086,nm0290969,1,8.0,8.0
tt12446654,nm11635323,1,5.300000190734863,5.3
tt12451252,nm11636643,1,7.900000095367432,7.9
tt12451450,nm3158312,1,6.300000190734863,6.3
tt12451658,nm0931669,1,4.099999904632568,4.1
tt12452016,nm6236945,2,7.799999952316284,7.4
tt12452282,nm10683348,1,5.0,5.0
tt12452380,nm11637411,1,7.199999809265137,7.2
tt12452396,nm3909086,1,7.099999904632568,7.1
tt12452516,nm11056917,2,5.099999904632568,5.0
tt12452630,nm9614107,1,3.9000000953674316,3.9
tt12452636,nm3932998,1,8.399999618530273,8.4
tt12452752,nm11637743,1,5.599999904632568,5.6
tt12453124,nm0521803,1,5.5,5.5
tt12453762,nm11743093,1,9.0,9.0
tt12454598,nm1425932,1,9.800000190734863,9.8
tt12454740,nm0305864,2,5.200000047683716,4.6
tt12455578,nm11638879,1,8.5,8.5
tt12455646,nm3729006,2,4.700000047683716,4.3
tt12456584,nm8733701,2,8.650000095367432,8.7
tt12457712,nm5794274,7,4.471428564616612,3.3
tt12458140,nm13454108,1,5.800000190734863,5.8
tt12458678,nm8707194,6,5.149999976158142,4.7
tt12458850,nm9921365,3,6.03333322207133,8.9
tt12459180,nm6935209,10,4.639999985694885,4.9
tt12459348,nm11552493,1,3.700000047683716,3.7
tt12459378,nm0644293,5,5.340000057220459,4.3
tt12459520,nm1186427,3,5.633333206176758,5.6
tt12463560,nm0690390,3,4.366666555404663,5.1
tt12463774,nm0689456,1,7.699999809265137,7.7
tt12464300,nm7600675,1,9.0,9.0
tt12464446,nm4457677,1,7.699999809265137,7.7
tt12465396,nm1547925,1,4.400000095367432,4.4
tt12466240,nm1757671,3,3.00000007947286,3.4
tt12467358,nm6935209,10,4.639999985694885,2.3
tt12470742,nm5427808,6,3.8833332856496177,6.0
tt12471174,nm9263868,1,6.400000095367432,6.4
tt12471970,nm11644900,1,5.800000190734863,5.8
tt12472130,nm5245803,1,6.199999809265137,6.2
tt12472174,nm4551376,7,4.099999972752163,3.3
tt12472252,nm0710794,1,4.300000190734863,4.3
tt12472312,nm1217972,1,5.5,5.5
tt12472554,nm5366274,4,7.549999952316284,7.7
tt12473774,nm7351911,5,4.600000047683716,5.4
tt12474056,nm1633015,4,6.649999976158142,6.5
tt12474292,nm11645699,1,8.5,8.5
tt12474816,nm0854699,1,2.9000000953674316,2.9
tt12474932,nm11645844,1,6.0,6.0
tt12474976,nm11645854,1,8.399999618530273,8.4
tt12476164,nm1862032,6,7.166666666666667,7.7
tt12476270,nm2799174,1,4.300000190734863,4.3
tt12476620,nm7384368,17,6.794117647058823,7.8
tt12476644,nm11635052,3,4.399999936421712,6.7
tt12476674,nm3818737,1,4.300000190734863,4.3
tt12476820,nm6304108,2,8.300000190734863,8.3
tt12477480,nm1941029,1,7.300000190734863,7.3
tt12477816,nm11108765,1,5.599999904632568,5.6
tt12478080,nm1729076,1,7.099999904632568,7.1
tt12478306,nm11647405,1,6.199999809265137,6.2
tt12478488,nm1360317,2,6.150000095367432,6.5
tt12478514,nm7044652,3,3.133333365122477,3.2
tt12479584,nm10333881,1,4.599999904632568,4.6
tt12480944,nm11337980,1,7.599999904632568,7.6
tt12481806,nm2329664,1,5.199999809265137,5.2
tt12482456,nm3559567,7,8.114285741533552,8.8
tt12482554,nm11433704,1,6.699999809265137,6.7
tt12482874,nm2560278,1,4.800000190734863,4.8
tt12482898,nm0625747,1,7.5,7.5
tt12483148,nm11649226,1,7.300000190734863,7.3
tt12483492,nm5085157,1,5.300000190734863,5.3
tt12483708,nm2088989,1,3.5999999046325684,3.6
tt12484058,nm6618195,2,2.8000000715255737,2.2
tt12484098,nm2879487,1,3.700000047683716,3.7
tt12484230,nm1774444,1,6.900000095367432,6.9
tt12484708,nm2627977,1,6.400000095367432,6.4
tt12484724,nm3464122,1,6.800000190734863,6.8
tt12484916,nm10125226,1,5.300000190734863,5.3
tt12484918,nm1279573,1,6.099999904632568,6.1
tt12485028,nm6667594,3,6.933333396911621,6.6
tt12485306,nm0075953,1,5.699999809265137,5.7
tt12485312,nm1139706,1,7.800000190734863,7.8
tt12485780,nm2860392,1,5.599999904632568,5.6
tt12485966,nm11672085,1,4.900000095367432,4.9
tt12486200,nm7766828,1,6.0,6.0
tt12487320,nm4983910,2,6.650000095367432,5.0
tt12487810,nm6665663,37,5.048648640916154,4.5
tt12489826,nm11407819,1,8.399999618530273,8.4
tt12490110,nm1990728,1,7.400000095367432,7.4
tt12490392,nm8726232,1,5.699999809265137,5.7
tt12490488,nm15575113,1,6.400000095367432,6.4
tt12490634,nm1373966,6,4.949999968210856,4.5
tt12490780,nm11652213,1,6.5,6.5
tt12490842,nm1250535,1,7.199999809265137,7.2
tt12491048,nm1684296,1,7.199999809265137,7.2
tt12491064,nm11658132,1,6.099999904632568,6.1
tt12491084,nm1905745,1,6.400000095367432,6.4
tt12491094,nm10042183,2,5.799999952316284,6.1
tt12491832,nm4284665,2,5.650000095367432,4.4
tt12492264,nm3419080,2,4.199999809265137,4.2
tt12492578,nm10807309,4,4.825000047683716,5.5
tt12492886,nm0321337,1,6.5,6.5
tt12493014,nm11653507,1,8.899999618530273,8.9
tt12494638,nm2028715,1,6.300000190734863,6.3
tt12494932,nm10736509,1,8.699999809265137,8.7
tt12496552,nm7926155,5,4.7200000286102295,5.5
tt12496582,nm7926155,5,4.7200000286102295,3.6
tt12496688,nm11654245,1,6.099999904632568,6.1
tt12496706,nm0726034,1,6.300000190734863,6.3
tt12497152,nm11646031,1,3.700000047683716,3.7
tt12497296,nm4815129,1,5.099999904632568,5.1
tt12497408,nm12209206,1,6.699999809265137,6.7
tt12497794,nm6854750,1,4.599999904632568,4.6
tt12498032,nm1455058,1,3.5,3.5
tt12498060,nm1399259,1,4.900000095367432,4.9
tt12498582,nm11655505,2,6.900000095367432,7.0
tt12498588,nm1048541,2,7.3500001430511475,8.3
tt12499740,nm5238285,4,4.575000047683716,3.4
tt12500804,nm11656312,1,5.099999904632568,5.1
tt12502244,nm11656846,1,3.700000047683716,3.7
tt12502702,nm9927475,2,5.199999809265137,4.2
tt12502906,nm3601131,2,7.450000047683716,7.9
tt12502958,nm10113334,1,5.900000095367432,5.9
tt12503602,nm3871517,1,3.0999999046325684,3.1
tt12503708,nm15631040,1,6.800000190734863,6.8
tt12503724,nm6722961,1,8.399999618530273,8.4
tt12504316,nm7046977,1,7.199999809265137,7.2
tt12506076,nm5954636,31,8.141935479256414,8.6
tt12506166,nm0466614,2,4.4999998807907104,3.8
tt12509164,nm4000532,2,6.6499998569488525,6.2
tt12509372,nm5059371,1,8.699999809265137,8.7
tt12509550,nm1941782,1,6.400000095367432,6.4
tt12509920,nm4944903,1,8.899999618530273,8.9
tt12510282,nm6504197,2,6.950000047683716,7.4
tt12510594,nm4821309,3,5.533333460489909,5.9
tt12510868,nm0188899,2,7.450000047683716,8.0
tt12511276,nm5063267,3,5.5333333015441895,4.6
tt12511502,nm10898010,9,4.722222222222222,3.8
tt12512260,nm6623480,1,6.599999904632568,6.6
tt12513844,nm11161054,1,8.399999618530273,8.4
tt12515958,nm7898825,1,6.599999904632568,6.6
